,0
0,1.834
1,1.834
2,1.834
3,1.834
4,1.834
5,1.834
6,1.834
7,1.834
8,1.839
9,1.839
10,1.839
11,1.839
12,1.839
13,1.839
14,1.839
15,1.839
16,1.839
17,1.839
18,1.849
19,1.849
20,1.849
21,1.849
22,1.849
23,1.849
24,1.849
25,1.849
26,1.849
27,1.849
28,1.849
29,1.854
30,1.854
31,1.854
32,1.854
33,1.854
34,1.854
35,1.854
36,1.854
37,1.854
38,1.859
39,1.859
40,1.859
41,1.859
42,1.859
43,1.859
44,1.859
45,1.859
46,1.859
47,1.859
48,1.859
49,1.859
50,1.864
51,1.864
52,1.864
53,1.864
54,1.864
55,1.864
56,1.869
57,1.869
58,1.869
59,1.874
60,1.874
61,1.874
62,1.874
63,1.874
64,1.874
65,1.874
66,1.874
67,1.874
68,1.874
69,1.879
70,1.879
71,1.879
72,1.879
73,1.879
74,1.879
75,1.879
76,1.884
77,1.889
78,1.889
79,1.889
80,1.889
81,1.889
82,1.889
83,1.894
84,1.91
85,1.91
86,1.91
87,1.91
88,1.91
89,1.91
90,1.91
91,1.91
92,1.91
93,1.91
94,1.91
95,1.91
96,1.91
97,1.91
98,1.91
99,1.91
100,1.91
101,1.915
102,1.915
103,1.92
104,1.92
105,1.92
106,1.92
107,1.92
108,1.92
109,1.92
110,1.92
111,1.925
112,1.925
113,1.925
114,1.925
115,1.925
116,1.925
117,1.931
118,1.931
119,1.931
120,1.936
121,1.936
122,1.936
123,1.942
124,1.952
125,1.952
126,1.952
127,1.952
128,1.952
129,1.958
130,1.958
131,1.958
132,1.958
133,1.958
134,1.958
135,1.963
136,1.963
137,1.963
138,1.963
139,1.963
140,1.963
141,1.969
142,1.969
143,1.969
144,1.969
145,1.969
146,1.969
147,1.969
148,1.975
149,1.975
150,1.975
151,1.975
152,1.975
153,1.975
154,1.975
155,1.98
156,1.98
157,1.986
158,1.986
159,1.986
160,1.986
161,1.986
162,1.986
163,1.986
164,1.986
165,1.986
166,1.986
167,1.991
168,1.991
169,1.991
170,1.991
171,1.991
172,1.991
173,1.991
174,1.991
175,1.991
176,1.991
177,1.991
178,1.991
179,1.991
180,1.991
181,1.991
182,1.991
183,1.991
184,1.991
185,1.991
186,1.991
187,1.991
188,1.997
189,1.997
190,1.997
191,1.997
192,1.997
193,1.997
194,1.997
195,1.997
196,1.997
197,1.997
198,1.997
199,1.997
200,1.997
201,1.997
202,1.997
203,1.997
204,1.997
205,1.997
206,1.997
207,1.997
208,1.997
209,1.997
210,1.997
211,1.997
212,1.997
213,1.997
214,2.003
215,2.003
216,2.003
217,2.003
218,2.003
219,2.003
220,2.003
221,2.003
222,2.009
223,2.009
224,2.009
225,2.009
226,2.009
227,2.009
228,2.009
229,2.009
230,2.009
231,2.009
232,2.009
233,2.009
234,2.009
235,2.009
236,2.009
237,2.009
238,2.014
239,2.014
240,2.014
241,2.014
242,2.014
243,2.014
244,2.014
245,2.014
246,2.014
247,2.014
248,2.014
249,2.014
250,2.02
251,2.02
252,2.02
253,2.02
254,2.02
255,2.026
256,2.026
257,2.026
258,2.032
259,2.032
260,2.032
261,2.032
262,2.032
263,2.032
