,0
0,1.905
1,1.905
2,1.905
3,1.91
4,1.905
5,1.905
6,1.905
7,1.91
8,1.905
9,1.899
10,1.899
11,1.899
12,1.899
13,1.899
14,1.905
15,1.899
16,1.899
17,1.905
18,1.905
19,1.905
20,1.905
21,1.905
22,1.905
23,1.91
24,1.91
25,1.91
26,1.91
27,1.905
28,1.905
29,1.91
30,1.905
31,1.91
32,1.915
33,1.915
34,1.915
35,1.915
36,1.92
37,1.92
38,1.915
39,1.92
40,1.92
41,1.926
42,1.926
43,1.926
44,1.926
45,1.926
46,1.926
47,1.926
48,1.926
49,1.926
50,1.926
51,1.926
52,1.92
53,1.92
54,1.92
55,1.931
56,1.931
57,1.931
58,1.931
59,1.926
60,1.926
61,1.926
62,1.926
63,1.926
64,1.926
65,1.926
66,1.926
67,1.92
68,1.92
69,1.92
70,1.915
71,1.915
72,1.91
73,1.91
74,1.91
75,1.91
76,1.91
77,1.905
78,1.905
79,1.905
80,1.905
81,1.905
82,1.894
83,1.899
84,1.894
85,1.889
86,1.889
87,1.889
88,1.889
89,1.889
90,1.894
91,1.894
92,1.889
93,1.889
94,1.889
95,1.884
96,1.884
97,1.884
98,1.879
99,1.874
100,1.874
101,1.874
102,1.874
103,1.874
104,1.874
105,1.874
106,1.879
107,1.879
108,1.879
109,1.889
110,1.894
111,1.894
112,1.894
113,1.899
114,1.899
115,1.899
116,1.899
117,1.899
118,1.899
119,1.91
120,1.91
121,1.91
122,1.91
123,1.91
124,1.91
125,1.91
126,1.91
127,1.91
128,1.91
129,1.905
130,1.905
131,1.905
132,1.905
133,1.905
134,1.905
135,1.905
136,1.905
137,1.905
138,1.91
139,1.905
140,1.91
141,1.91
142,1.91
143,1.915
144,1.91
145,1.905
146,1.905
147,1.905
148,1.91
149,1.91
150,1.91
151,1.915
152,1.91
153,1.905
154,1.905
155,1.905
156,1.905
157,1.905
158,1.905
159,1.905
160,1.91
161,1.91
162,1.91
163,1.91
164,1.905
165,1.894
166,1.894
167,1.899
168,1.899
169,1.899
170,1.899
171,1.899
172,1.894
173,1.894
174,1.894
175,1.894
176,1.894
177,1.889
178,1.889
179,1.894
180,1.894
181,1.894
182,1.889
183,1.889
184,1.884
185,1.884
186,1.884
187,1.889
188,1.889
189,1.889
190,1.889
191,1.894
192,1.894
193,1.899
194,1.905
195,1.905
196,1.905
197,1.905
198,1.905
199,1.899
200,1.905
201,1.905
202,1.905
203,1.905
204,1.905
205,1.905
206,1.905
207,1.905
208,1.905
209,1.905
210,1.905
211,1.905
212,1.905
213,1.91
214,1.91
215,1.91
216,1.915
217,1.91
218,1.91
219,1.905
220,1.905
221,1.905
222,1.905
223,1.899
224,1.899
225,1.905
226,1.905
227,1.899
228,1.894
229,1.889
230,1.889
231,1.894
232,1.899
233,1.894
234,1.894
235,1.894
236,1.894
237,1.894
238,1.894
239,1.894
240,1.894
241,1.894
242,1.894
243,1.889
244,1.884
245,1.879
246,1.879
247,1.879
248,1.879
249,1.874
250,1.874
251,1.874
252,1.879
253,1.879
254,1.879
255,1.879
256,1.889
257,1.889
258,1.884
259,1.884
260,1.884
261,1.884
262,1.884
263,1.884
264,1.889
265,1.889
266,1.889
267,1.889
268,1.889
269,1.884
270,1.884
271,1.884
272,1.884
273,1.894
274,1.905
275,1.899
276,1.899
277,1.899
278,1.899
279,1.899
280,1.899
281,1.905
282,1.899
283,1.899
284,1.894
285,1.894
286,1.894
287,1.894
288,1.894
289,1.894
290,1.894
291,1.894
292,1.894
293,1.894
294,1.894
295,1.894
296,1.889
297,1.889
298,1.889
299,1.889
300,1.889
301,1.889
302,1.889
303,1.894
304,1.894
305,1.889
306,1.894
307,1.894
308,1.894
