,0
0,1.856
1,1.856
2,1.856
3,1.856
4,1.856
5,1.856
6,1.856
7,1.856
8,1.856
9,1.856
10,1.856
11,1.856
12,1.856
13,1.856
14,1.856
15,1.861
16,1.861
17,1.861
18,1.861
19,1.861
20,1.861
21,1.861
22,1.861
23,1.861
24,1.861
25,1.861
26,1.861
27,1.861
28,1.861
29,1.861
30,1.861
31,1.861
32,1.861
33,1.861
34,1.861
35,1.861
36,1.861
37,1.861
38,1.861
39,1.861
40,1.861
41,1.861
42,1.866
43,1.866
44,1.866
45,1.866
46,1.866
47,1.871
48,1.876
49,1.876
50,1.876
51,1.876
52,1.876
53,1.876
54,1.876
55,1.876
56,1.876
57,1.876
58,1.876
59,1.876
60,1.876
61,1.881
62,1.881
63,1.881
64,1.881
65,1.881
66,1.881
67,1.881
68,1.881
69,1.881
70,1.881
71,1.892
72,1.892
73,1.892
74,1.897
75,1.897
76,1.897
77,1.897
78,1.897
79,1.902
80,1.907
81,1.907
82,1.912
83,1.912
84,1.912
85,1.918
86,1.923
87,1.923
88,1.928
89,1.928
90,1.928
91,1.928
92,1.928
93,1.928
94,1.928
95,1.928
96,1.928
97,1.928
98,1.928
99,1.928
100,1.928
101,1.928
102,1.934
103,1.934
104,1.934
105,1.934
106,1.939
107,1.939
108,1.939
109,1.939
110,1.939
111,1.939
112,1.939
113,1.939
114,1.939
115,1.939
116,1.939
117,1.939
118,1.939
119,1.939
120,1.939
121,1.939
122,1.944
123,1.95
124,1.95
125,1.95
126,1.95
127,1.95
128,1.95
129,1.95
130,1.955
131,1.955
132,1.955
133,1.955
134,1.955
135,1.955
136,1.955
137,1.955
138,1.955
139,1.955
140,1.966
141,1.966
142,1.966
143,1.966
144,1.972
145,1.972
146,1.972
147,1.972
148,1.977
149,1.977
150,1.977
151,1.977
152,1.989
153,1.983
154,1.989
155,1.989
156,1.989
157,1.989
158,1.994
159,1.994
160,1.994
161,2.0
162,2.0
163,2.0
164,2.006
165,2.006
166,2.006
167,2.006
168,2.006
169,2.006
170,2.006
171,2.006
172,2.006
173,2.006
174,2.006
175,2.006
176,2.006
177,2.006
178,2.006
179,2.006
180,2.006
181,2.006
182,2.006
183,2.0
184,2.0
185,2.0
186,2.0
187,2.0
188,2.006
189,2.012
190,2.012
191,2.012
192,2.012
193,2.012
194,2.012
195,2.012
196,2.012
197,2.006
198,2.006
199,2.006
200,2.012
201,2.012
202,2.012
203,2.012
204,2.017
205,2.017
206,2.017
207,2.017
208,2.017
209,2.023
210,2.023
211,2.023
212,2.023
213,2.023
214,2.023
215,2.023
216,2.029
217,2.035
218,2.035
219,2.035
220,2.035
221,2.041
222,2.041
223,2.047
224,2.047
225,2.047
226,2.047
227,2.047
228,2.047
229,2.047
230,2.047
231,2.047
232,2.047
233,2.053
234,2.053
235,2.059
236,2.065
237,2.065
238,2.065
239,2.071
240,2.071
241,2.071
242,2.071
243,2.071
244,2.071
245,2.071
246,2.084
247,2.084
248,2.084
249,2.084
250,2.084
251,2.09
252,2.09
253,2.09
254,2.096
255,2.096
256,2.102
257,2.102
258,2.102
259,2.102
260,2.102
261,2.102
262,2.102
263,2.102
264,2.102
265,2.102
266,2.102
267,2.102
268,2.102
269,2.102
270,2.102
271,2.102
272,2.102
273,2.102
274,2.102
275,2.102
276,2.109
277,2.109
278,2.109
279,2.109
280,2.109
281,2.109
282,2.109
283,2.109
284,2.109
285,2.109
286,2.109
287,2.109
288,2.109
289,2.109
290,2.102
291,2.102
292,2.102
293,2.102
294,2.109
295,2.109
296,2.109
297,2.109
298,2.109
299,2.109
300,2.109
301,2.109
302,2.109
303,2.109
304,2.115
305,2.115
306,2.115
307,2.115
308,2.115
309,2.115
310,2.115
311,2.115
312,2.115
313,2.115
314,2.122
315,2.122
316,2.122
317,2.115
318,2.115
319,2.115
320,2.115
321,2.115
322,2.115
323,2.115
324,2.109
325,2.109
326,2.109
327,2.109
328,2.109
329,2.109
330,2.109
331,2.115
332,2.122
333,2.122
334,2.122
335,2.122
336,2.122
337,2.122
338,2.122
339,2.128
340,2.128
341,2.122
342,2.122
343,2.122
344,2.122
345,2.122
346,2.122
347,2.122
348,2.122
349,2.122
350,2.128
351,2.128
352,2.128
353,2.128
354,2.128
355,2.128
356,2.128
357,2.128
358,2.128
359,2.122
360,2.135
361,2.135
362,2.135
363,2.135
364,2.135
365,2.135
366,2.135
367,2.135
368,2.135
369,2.135
370,2.135
371,2.135
372,2.135
373,2.135
374,2.135
375,2.135
376,2.135
377,2.135
378,2.135
379,2.135
380,2.135
381,2.135
382,2.141
383,2.141
384,2.141
385,2.141
386,2.141
387,2.141
388,2.141
389,2.141
390,2.141
391,2.141
392,2.141
393,2.141
394,2.141
395,2.141
396,2.141
397,2.141
398,2.141
399,2.148
400,2.148
401,2.148
402,2.148
403,2.148
404,2.148
405,2.148
406,2.148
407,2.148
408,2.148
409,2.148
410,2.148
411,2.148
412,2.148
413,2.148
414,2.148
415,2.148
416,2.148
417,2.148
418,2.148
419,2.148
420,2.148
421,2.148
422,2.148
423,2.148
424,2.148
425,2.141
426,2.141
427,2.141
428,2.141
429,2.148
430,2.154
431,2.154
432,2.154
433,2.154
434,2.154
435,2.154
436,2.161
437,2.168
438,2.168
439,2.174
440,2.174
441,2.174
442,2.174
443,2.174
444,2.174
445,2.174
446,2.174
447,2.174
448,2.174
449,2.174
450,2.174
451,2.174
452,2.174
453,2.174
454,2.174
455,2.174
456,2.174
457,2.174
458,2.174
459,2.174
460,2.174
461,2.174
462,2.174
463,2.174
464,2.174
465,2.181
466,2.181
467,2.181
468,2.181
469,2.181
470,2.181
471,2.181
